step,population,mean_energy,food
2900,25,9685.2,104
2910,25,9724.6,97
2920,25,9747.2,104
2930,25,9771.0,110
2940,25,9806.8,106
2950,25,9841.4,103
2960,25,9878.4,98
2970,25,9904.6,102
2980,25,9936.8,101
2990,25,9969.0,100
3000,25,10006.0,95
3010,25,10046.6,87
3020,25,10095.6,72
3030,25,10136.2,64
3040,25,10173.2,59
3050,25,10206.6,57
3060,25,10238.8,56
3070,25,10267.4,58
3080,25,10303.2,54
3090,25,10325.8,61
3100,25,10359.2,59
3110,25,10386.6,62
3120,25,10420.0,60
3130,25,10435.4,73
3140,25,10464.0,75
3150,25,10491.4,78
3160,25,10533.2,69
3170,25,10561.8,71
3180,25,10600.0,65
3190,25,10633.4,63
3200,25,10668.0,60
3210,25,10694.2,64
